id,periodStartUnix,token0Price,token1Price,liquidity,feesUSD,token1PriceRatio
0x9febc984504356225405e26833608b17719c82ae-452047,1627369200,0.4661495395048200021608434741894402,2.145234340598678132648458287087708,32827280802488275565,0,4.602030376083845
0x9febc984504356225405e26833608b17719c82ae-452048,1627372800,0.4656231392044983248815635299755312,2.147659589487899594126266447909809,32827280802488275565,0,4.612441712319334
0x9febc984504356225405e26833608b17719c82ae-452049,1627376400,0.4634545622889257875151104162733327,2.157708827077167228118523206537954,32827280802488275565,0,4.6557073824467246
0x9febc984504356225405e26833608b17719c82ae-452051,1627383600,0.4610292375735033233996230170185888,2.169059830702313958538814507656957,32827280802488275565,0,4.70482054916635
0x9febc984504356225405e26833608b17719c82ae-452052,1627387200,0.4564233337786808648619069852336266,2.190948459451240102851283480181844,32827280802488275565,0,4.800255151971762
0x9febc984504356225405e26833608b17719c82ae-452054,1627394400,0.4613092094185768863729663006029563,2.167743412840979534396234287963168,32827280802488275565,0,4.699111503915457
0x9febc984504356225405e26833608b17719c82ae-452055,1627398000,0.4581748031056462210281589616021408,2.182573099222611331486542010870453,32828167951874870152,0,4.763625333450194
0x9febc984504356225405e26833608b17719c82ae-452056,1627401600,0.4645281428384399242088067156380198,2.152722101807713178586536245143707,32828167951874870152,0,4.634212447611419
0x9febc984504356225405e26833608b17719c82ae-452059,1627412400,0.4634045670563588912741589460186481,2.157941615362588351710821526647738,32828167951874870152,0,4.656712015313698
0x9febc984504356225405e26833608b17719c82ae-452060,1627416000,0.4605242714856024548228652598298644,2.171438210572715448584293107488233,32828167951874870152,0,4.715143902335237
0x9febc984504356225405e26833608b17719c82ae-452061,1627419600,0.4605242714856024548228652598298644,2.171438210572715448584293107488233,32828167951874870152,0,4.715143902335237
0x9febc984504356225405e26833608b17719c82ae-452062,1627423200,0.4563107175579606778230914666015794,2.191489179460221207091229544710025,32829209067788292702,0,4.802624823691234
0x9febc984504356225405e26833608b17719c82ae-452063,1627426800,0.4565422980666278026414321721092838,2.190377549319778376665765024987973,32829209067788292702,0,4.797753808564118
0x9febc984504356225405e26833608b17719c82ae-452065,1627434000,0.4570024122268618269913031902057516,2.188172257400661692600435849181946,32829209067788292702,0,4.788097828057908
0x9febc984504356225405e26833608b17719c82ae-452066,1627437600,0.4553130574665000123199649234285319,2.196291065238285470491374339481355,32829209067788292702,0,4.823694443245523
0x9febc984504356225405e26833608b17719c82ae-452068,1627444800,0.4567099007843608069430005835808018,2.189573727835950532216183405773101,32829209067788292702,0,4.794233109629421
0x9febc984504356225405e26833608b17719c82ae-452070,1627452000,0.4602061354517790251325468667282977,2.172939304727677303210952980903453,32829209067788292702,0,4.721665222030402
0x9febc984504356225405e26833608b17719c82ae-452071,1627455600,0.4594838409183432471947905914711512,2.176355098802514994905498898209996,32829209067788292702,0,4.736521516083704
0x9febc984504356225405e26833608b17719c82ae-452072,1627459200,0.4572774060217467766506745821724891,2.186856352033371452743985525849082,32829209067788292702,0,4.782340704428705
0x9febc984504356225405e26833608b17719c82ae-452073,1627462800,0.4572755410465623511933977938968904,2.186865271016484153562644670495431,32829209067788292702,0,4.782379713578
0x9febc984504356225405e26833608b17719c82ae-452075,1627470000,0.4492230954133433673705522518850279,2.22606542319439436209234875477373,32829209067788292702,0,4.955367268341638
0x9febc984504356225405e26833608b17719c82ae-452076,1627473600,0.4558975942234978126641817506225289,2.193475053763418464872239501893977,32829209067788292702,0,4.811332811482432
0x9febc984504356225405e26833608b17719c82ae-452077,1627477200,0.4584724216132402210468871273475989,2.181156276491552024819646413509633,32829209067788292702,0,4.7574427024784915
0x9febc984504356225405e26833608b17719c82ae-452078,1627480800,0.4602272618543312032392657215933832,2.172839557506514952814986279986228,32829209067788292702,0,4.721231742665108
0x9febc984504356225405e26833608b17719c82ae-452079,1627484400,0.4602272618543312032392657215933832,2.172839557506514952814986279986228,32828244935138284134,0,4.721231742665108
