id,periodStartUnix,token0Price,token1Price,liquidity,feesUSD
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463187,1667473200,0,0,0,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463201,1667523600,0.006362564013511467026281926546585903,157.1693420885686362962919806072922,631211918272661732370,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463203,1667530800,0.007014436992930685999593714792143468,142.5631167558883823782233142171736,631211918272661732370,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463224,1667606400,0.007536147570296673617436624641834398,132.693792242265400947304327231424,10247709393262917685096,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463225,1667610000,0.007331414462388119223267241130512779,136.3993271871663008809912688484975,10247709393262917685096,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463226,1667613600,0.007245743912539229716991027730585475,138.0120539823985707528164124057351,10247709393262917685096,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463227,1667617200,0.007245743912539229716991027730585475,138.0120539823985707528164124057351,10247709393262917685096,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463239,1667660400,0.007449118377580353574728491013193259,134.2440741725496909320822426454801,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463247,1667689200,0.007317002621134443259653927968865776,136.6679843890718637325469720115421,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463249,1667696400,0.007231307288235341396532492163051647,138.2875820568303316327889874517213,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463259,1667732400,0.007188554321034870190738044792149298,139.1100289906467838675070931541433,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463266,1667757600,0.007388294833528122508879687414204564,135.3492277354707761529601374228471,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463274,1667786400,0.007709278028948982844725188115269936,129.7138326371051198652960338673011,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463278,1667800800,0.007649510908269441988625420268873349,130.7273121107596664998730306508448,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463279,1667804400,0.007408976593363031769585610805461943,134.9714076429666338183170162126103,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463280,1667808000,0.007558027051923657565656862252151287,132.3096613878196584202253011337979,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463282,1667815200,0.007642213471883450359704413953258404,130.852141683703384783588873115329,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463286,1667829600,0.007864992913492050532968545813477839,127.1456962516194822151308651927134,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463287,1667833200,0.008068813876670065387669328864526348,123.9339530301189646275440919902679,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463291,1667847600,0.008145991600573598073544112650703229,122.7597632103604472552863685323294,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463292,1667851200,0.008071994225919434092498963362966008,123.8851233055850946275184175130403,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463297,1667869200,0.007983206372767035225544742987946105,125.2629524161221198906392697177411,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463298,1667872800,0.007899029835240521577999615903898294,126.5978254112456446065274703883728,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463299,1667876400,0.007694111615071616063756177555281784,129.9695208529532222685640171543353,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463300,1667880000,0.007483755824218111156102727635584469,133.6227455155484223738060816927791,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463301,1667883600,0.007342596915483035880660062324260622,136.1915969936114315499900494982873,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463302,1667887200,0.007413158726879240174740560020313038,134.8952635229727124729026853152217,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463303,1667890800,0.007766299255835656135823611558977862,128.7614560111873643255160950973771,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463312,1667923200,0.007939666505826408547666438882173896,125.9498745024321329644657183818808,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463313,1667926800,0.007648324786412264060813029446605341,130.7475856381731681083590690412656,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463314,1667930400,0.007425984201571786691980584927291631,134.6622848710531343075009808831034,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463315,1667934000,0.007317654404774349483453283152252602,136.6558113686753773970352320244592,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463317,1667941200,0.007431349775010981608323930816021292,134.5650561843621819373850681560992,17572405750972190673467,0
0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1-463318,1667944800,0.006942254083459277589758719401895052,144.0454336557078100269896151038588,17572405750972190673467,0
