id,periodStartUnix,token0Price,token1Price,liquidity,feesUSD,token1PriceRatio
0xfaace66bd25abff62718abd6db97560e414ec074-450066,1620237600,0,0,0,0,0
0xfaace66bd25abff62718abd6db97560e414ec074-450067,1620241200,0.006234940862883813218686258987824335,160.3864450347770339092860105331067,893478887361409372666,0,25723.811750893554
0xfaace66bd25abff62718abd6db97560e414ec074-450068,1620244800,0.006203928133577510092700207418240685,161.1881985846518168383815298280589,893478887361409372666,0,25981.63536296515
0xfaace66bd25abff62718abd6db97560e414ec074-450069,1620248400,0.006108229318636336003266064777369648,163.7135653943081323124202375934589,1145410154007026494945,0,26802.131494116406
0xfaace66bd25abff62718abd6db97560e414ec074-450070,1620252000,0.00614544400772999729164650234211774,162.7221725138424574655896104733073,1145410154007026494945,0,26478.505427624706
0xfaace66bd25abff62718abd6db97560e414ec074-450071,1620255600,0.006152828754082474640122630384278183,162.5268701548841537730400569885973,1145410154007026494945,0,26414.983522342576
0xfaace66bd25abff62718abd6db97560e414ec074-450073,1620262800,0.00631845457261378627683285375808276,158.2665489650462211416149017891978,1145410154007026494945,0,25048.30052130537
0xfaace66bd25abff62718abd6db97560e414ec074-450074,1620266400,0.006249093975954718437654171569216415,160.0231975783694151950330272710491,1145410154007026494945,0,25607.42376320585
0xfaace66bd25abff62718abd6db97560e414ec074-450075,1620270000,0.006176261758057343684199526019935867,161.9102361870323227559391514657405,1145410154007026494945,0,26214.92458214059
0xfaace66bd25abff62718abd6db97560e414ec074-450076,1620273600,0.006194388734331631941383057622725453,161.43642946682114437120327067602,1145410154007026494945,0,26061.720758995918
0xfaace66bd25abff62718abd6db97560e414ec074-450077,1620277200,0.006100094378543210958628086146344454,163.9318898929583743141116717733637,1145410154007026494945,0,26873.664523877025
0xfaace66bd25abff62718abd6db97560e414ec074-450078,1620280800,0.006044084953042647595031307493918255,165.4510166169307170633018420347013,1145410154007026494945,0,27374.038899575888
0xfaace66bd25abff62718abd6db97560e414ec074-450079,1620284400,0.006044084953042647595031307493918255,165.4510166169307170633018420347013,1158225080952730167508,0,27374.038899575888
0xfaace66bd25abff62718abd6db97560e414ec074-450080,1620288000,0.006001238863868866782264252353960838,166.6322608854335754612432082141309,1239981874630043342357,0,27766.310367791193
0xfaace66bd25abff62718abd6db97560e414ec074-450081,1620291600,0.005872942520021834519630480004790542,170.2723969442633305402062063306556,1243435382805176248655,0,28992.689161144775
0xfaace66bd25abff62718abd6db97560e414ec074-450082,1620295200,0.006031746414836453209522815612604367,165.789463154530566350717330595137,1243435382805176248655,0,27486.146093067448
0xfaace66bd25abff62718abd6db97560e414ec074-450083,1620298800,0.005896477848368849587673208565221359,169.5927680414556824831390375796056,1243435382805176248655,0,28761.70697196299
0xfaace66bd25abff62718abd6db97560e414ec074-450084,1620302400,0.005900120913798550075691820371469939,169.48805195861505614530594331793,1243435382805176248655,0,28726.199756726197
0xfaace66bd25abff62718abd6db97560e414ec074-450085,1620306000,0.005908856393871343974422474122470212,169.2374857911927487436967259886129,1243435382805176248655,0,28641.326596924166
0xfaace66bd25abff62718abd6db97560e414ec074-450086,1620309600,0.006166161370999536335030924760250821,162.1754507923135563808740906743289,1243435382805176248655,0,26300.876839690118
0xfaace66bd25abff62718abd6db97560e414ec074-450087,1620313200,0.006106540593617720775494036154488873,163.7588393410754753936714853759266,2606377474694163580003,0,26816.95746233617
0xfaace66bd25abff62718abd6db97560e414ec074-450088,1620316800,0.005993652841984619151966585076671398,166.8431633202299155351117820323944,1243435382805176248655,0,27836.64114670091
0xfaace66bd25abff62718abd6db97560e414ec074-450089,1620320400,0.005811866919033916265188948714709505,172.061751229194707583846468631703,1243435382805176248655,0,29605.246236057283
0xfaace66bd25abff62718abd6db97560e414ec074-450090,1620324000,0.005749685743162055512842002930211836,173.9225489304824589155432589151238,1243435382805176248655,0,30249.053026476067
0xfaace66bd25abff62718abd6db97560e414ec074-450091,1620327600,0.005542675680291698782981000679419897,180.4182776841404886190288488546447,1318214215340508613803,0,32550.754922511627
0xfaace66bd25abff62718abd6db97560e414ec074-450092,1620331200,0.005384837615625352096912382204385489,185.7066213284256994148476783647725,1464147295987909747669,0,34486.9492052193
0xfaace66bd25abff62718abd6db97560e414ec074-450093,1620334800,0.005299799190841637249278486429093908,188.6863943313283351210718278812776,1464147295987909747669,0,35602.55540575753
0xfaace66bd25abff62718abd6db97560e414ec074-450094,1620338400,0.005292075763059149794173458037583756,188.9617694025486970779006218460205,1464147295987909747669,0,35706.55029574199
0xfaace66bd25abff62718abd6db97560e414ec074-450095,1620342000,0.00522137294924354574924934130571656,191.5205080581107508182275428026151,1464147295987909747669,0,36680.105006836864
0xfaace66bd25abff62718abd6db97560e414ec074-450096,1620345600,0.0052312733121188153064083880856883,191.1580489750728393673721830065675,1464147295987909747669,0,36541.39968795635
0xfaace66bd25abff62718abd6db97560e414ec074-450097,1620349200,0.005275854126322404992153981157981968,189.5427690107613989485503845787525,1464147295987909747669,0,35926.46128426685
0xfaace66bd25abff62718abd6db97560e414ec074-450098,1620352800,0.005275854126322404992153981157981968,189.5427690107613989485503845787525,1545367487030647035931,0,35926.46128426685
0xfaace66bd25abff62718abd6db97560e414ec074-450099,1620356400,0.005280596618725900275862377622554181,189.3725410598167413748700761392203,1552863494377225405422,0,35861.95930745197
0xfaace66bd25abff62718abd6db97560e414ec074-450100,1620360000,0.005287261380698846835622745129802991,189.1338309186871371873179796788933,1573096738163127323955,0,35771.60599797853
