id,periodStartUnix,token0Price,token1Price,liquidity,feesUSD
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454852,1637467200,0.3307301822264313984145384527158371,3.023612762730433637504852393663363,12355312035027663307,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454859,1637492400,0.3308595282241230505990453102263423,3.022430713624797313493601205847746,12355312035027663307,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454861,1637499600,0.3307160531332584498827589111875155,3.023741939726950104434452727207918,12355312035027663307,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454885,1637586000,0.3306660433792233127016424022277376,3.024199248826868934316476585944422,22448129503186687457,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454903,1637650800,0.331011561104269378740598619063756,3.021042517862382980374378888164586,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454910,1637676000,0.3307170262288466818049033926222599,3.023733042725259408048983257155849,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454911,1637679600,0.3308504284158347723292963171749421,3.022513843455368430246040060653957,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454912,1637683200,0.3309281521621097279692597858710931,3.021803957948359081884816411485698,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454914,1637690400,0.3308586815236485910593560155297908,3.022438448327442751818588048171156,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454928,1637740800,0.3307213066998528719594136302069224,3.023693907050122544039516609355098,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454950,1637820000,0.3308547097500634888751536058357485,3.022474731447609705604682553204003,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454952,1637827200,0.3308054759696600056414860902566378,3.022924566374818759922901361153533,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454953,1637830800,0.3309611352785490712110718750942759,3.021502809259954945522516076909534,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454954,1637834400,0.3308535480573273235848837622588008,3.022485343958678069416720186766424,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454956,1637841600,0.3309202595528081391199598979021868,3.021876029443946299799913130209754,25865265185998852841,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454959,1637852400,0.3309202595528081391199598979021868,3.021876029443946299799913130209754,12932632592999426421,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454975,1637910000,0.3310092186745480779357517770245813,3.021063896662077716474659771321298,12932632592999426421,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454983,1637938800,0.3310241793938750067491219318784905,3.020927358935107323718571959873813,230717371421230349406,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454988,1637956800,0.330983840713966268161124213793052,3.021295534678964695356096934192448,230717371421230349406,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454990,1637964000,0.330937758243448295753729792161776,3.021716244492018133594346424908526,230717371421230349406,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454993,1637974800,0.3310184226996085789811744060380208,3.02097989545275685052839735623055,230717371421230349406,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-454999,1637996400,0.3310974207840170469889830328372704,3.020259105709930855999159604130706,217784738828230922985,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-455000,1638000000,0.3310534009774601949432983035157581,3.020660706240819146458812344744922,217784738828230922985,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-455005,1638018000,0.3310400563242663982630097926271133,3.020782472984060114916821858347257,217784738828230922985,0
0x6433d6a8b6dd94adef434c57e293eb00fa1ff76b-455006,1638021600,0.3310273480098489989527648354675774,3.020898442415842857805927989588835,230717371421230349406,0
