id,token0,token1,volumeUSD,createdAtTimestamp
0x1c83f897788c1bb0880de4801422f691f34406b6,WETH,PDEX,238669.0895927870110048389264605372,1620242911
0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc,DINU,WETH,16895876.22721174370761701193781968,1620242931
0x64652315d86f5dfae30885fbd29d1da05b63add7,FTM,WETH,21773287.22293745972339270101661345,1620242984
0x564ac0f88de8b7754ee4c0403a26a386c6bf89f5,WETH,MEME,16372.59078683000487834356011775654,1620243041
0xfaa318479b7755b2dbfdd34dc306cb28b420ad12,UNI,WETH,68803152.28612476818659109557929978,1620243088
0x6b1c477b4c67958915b194ae8b007bf078dadb81,⚗️,WETH,34396197.77499985007690415969227903,1620243099
0xdc2c21f1b54ddaf39e944689a8f90cb844135cc9,BAL,WETH,17091261.35739126140194173450078065,1620243160
0xf5381d47148ee3606448df3764f39da0e7b25985,POLS,WETH,43184821.04146446201661134989611018,1620243160
0xb853cf2383d2d07c3c62c7841ec164fd3a05a676,WETH,XGT,10135.52589581837261423195027267034,1620243166
0xa424cea71c4aea3d11877240b2f221c027c0e0be,ALEPH,WETH,60288935.54321593407603185889840008,1620243200
0x8661ae7918c0115af9e3691662f605e9c550ddc9,MANA,WETH,446481211.1998808755946985692289428,1620243250
0x9e0905249ceefffb9605e034b534544684a58be6,HEX,WETH,1783354979.839833907595064442724239,1620243384
0xb97909512d2711b69710b4ca0da10a3a7e624805,WBTC,DIGG,21513.06311803382467552416269851865,1620243411
0x5b7e3e37a1aa6369386e5939053779abd3597508,WETH,RIO,13199285.35865961888602936818847912,1620243419
0x5494d3a61369460147d754f3562b769218e90e96,LPT,WETH,3527996.945475222026742347465092743,1620243448
0xd390b185603a730b00c546a951ce961b44f5f899,DRC,WETH,351967.2087074979818534083075832214,1620243535
0xbd233d685ede81e00faaefebd55150c76778a34e,WETH,DAM,1916877.801046222610094605376383754,1620243617
0xc1df8037881df17dc88998824b9aea81c71bbb1b,FORTH,WETH,4429046.286858013545973952149186369,1620243699
0x903d26296a9269f9cfc08d6e5f640436b6d2f8f5,ARMOR,DAI,111974.9384045790614650084444404022,1620244008
0xc75a99fa00803896349891f8471da3614bd07564,SOCKS,WETH,26801655.05923311033578204362771498,1620244168
0x6ad1a683e09843c32d0092400613d6a590f3a949,WETH,rUSD,61315.97131745548916642920343819667,1620244174
0xc5af84701f98fa483ece78af83f11b6c38aca71d,WETH,USDT,220914673.7970438198512171592508982,1620244224
0xd626e123da3a2161ccaad13f28a12fda472752af,RIO,rUSD,0,1620244426
0x695b30d636e4f232d443af6a93df95afd2ff485c,WETH,BEPRO,24348801.68880012232202129181862545,1620244439
0xe845469aae04f8823202b011a848cf199420b4c1,UNI,USDC,196571.7382371458650525864253993086,1620244502
0xa6f253d4894e0cbb68679816cfee647eec999964,ETH2x-FLI,WETH,6329474.993613845191111705163843533,1620244511
0xa2f6eb84cf53a326152de0255f87828c647d9b95,Auction,WETH,1306310.082565760687239649778704449,1620244699
0x919fa96e88d67499339577fa202345436bcdaf79,WETH,CRV,213840517.1401611944008608639382588,1620244722
0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,SHIB,WETH,1688951775.73251416997029385369543,1620244947
0x360b9726186c0f62cc719450685ce70280774dc8,UNI,WETH,19845719.49367800731673885562707136,1620245030
0x7eac602913b707a6115f384fc4cfd7c5a68f538e,⚗️,USDC,6903.031506183752438941279861916312,1620245063
0x9d9590cd131a03a31942f1a198554d37d164e994,PYRENEES,WETH,3474.791265073451796906001451877019,1620245070
0xc4580c566202f5343883d0c6a378a9de245c9399,OCC,USDC,41768610.35987317617014370754517319,1620245089
0xb2d26108582ac26d665f8a00ef0e5b94c50e67aa,SOX,WETH,20644.38021500465153539815704457473,1620245107
0x157dfa656fdf0d18e1ba94075a53600d81cb3a97,UMA,WETH,203681330.5959504541884801256414867,1620245385
0xe0e1b825474ae06e7e932e214a735640c9bc3e71,WETH,VAL,1807999.419758601618302031711929671,1620245396
0x48783a921e9fe6e9f48de8966b98a427d2ccbef0,PROS,WETH,433573.4923649922289464099167466157,1620245404
0x46add4b3f80672989b9a1eaf62cad5206f5e2164,WETH,GRT,6616967.432282998125706423451886008,1620245428
0x5654b1dd37af02f327d98c04b72acdf01ba2835c,IGG,WETH,7418084.254117321229465498059637862,1620245611
0x27878ae7f961a126755042ee8e5c074ea971511f,HUB,USDT,162321.3788752369082598388671771863,1620245796
0x5d4f3c6fa16908609bac31ff148bd002aa6b8c83,LINK,WETH,7585753.888582841208867094003327813,1620245940
0x9e588733b77abd51879f391fce7beb6a1de7bdbd,WETH,RAINI,88138577.08431187969756200303699414,1620246129
0xfc6f0f91a8f61bea100b3c15affabd486fc1507c,WETH,PENKY,110975.1422703282916184988264842141,1620246196
0xa1446c173f9a78a471958c3d667f82213995f1e4,WETH,420,874.5379210615412089088027709748848,1620246200
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,WBTC,WETH,47417495635.41896305752606369533572,1620246230
0x9359c87b38dd25192c5f2b07b351ac91c90e6ca7,DPI,WETH,304827483.198557229348664662821205,1620246270
0x71eaa3f86a541177f64a15c5f5479aedcc426860,FORTH,USDT,22554819.05298734238043097878766336,1620246343
0x4e57f830b0b4a82321071ead6ffd1df1575a16e2,WETH,AMP,50580378.55943384896663578115150484,1620246370
0xf8dbd52488978a79dfe6ffbd81a01fc5948bf9ee,VXV,WETH,3527.834047526146322620025604109651,1620246370
0x7cf70ed6213f08b70316bd80f7c2dddc94e41ac5,UNI,DAI,2029611.482558497748473353834601909,1620246507
0x290a6a7460b308ee3f19023d2d00de604bcf5b42,MATIC,WETH,4016282186.704971118909503401236866,1620246635
0x608dadd4b1673a651a4cd35729fc657e76a1f9e6,JPYC,USDC,719829.3286803077588536036358428094,1620246704
0xa9fc406744afdd46ef96f6ddb343fc124ec25254,WETH,DONUT,154149.4191445684655714277666455358,1620246803
0xc3f6b81fb9e6db259272026601689e383f94c0b0,OVR,WETH,123416371.8815988884443417921676036,1620247056
0xd8e1a96b9be06c3f62789a308c963ca015bd84f3,WETH,ECO,1634892.36829365488007356612661067,1620247071
0x2467bc23cd16023de91eded28f89593018a4bfe5,MRPH,WETH,413936.5131288188525611662625613676,1620247136
0x00f59b15dc1fe2e16cde0678d2164fd5ff10e424,STC,WETH,14725325.47887209150015484429708951,1620247170
0x381fe4eb128db1621647ca00965da3f9e09f4fac,ELON,WETH,163456924.5618953253756262319764245,1620247173
0x091c0158ab410bd73ca1541409d5a22e90146a04,LINK,DAI,6306.675387356697422243220971485958,1620247308
0x21c4921201c19aa96cc01d50f9c7fbdd6032b829,ALH,WETH,792908.6716899534947775104233892734,1620247352
0x9a9cf34c3892acdb61fb7ff17941d8d81d279c75,WETH,VISR,69976046.84136112849288342314160645,1620247367
0xeb95781f32adac717b162de2b5e3a7949e98f940,RBC,WETH,129641.7625122925739046330015559549,1620247409
0x94391eecd76d9cb35013d7f263b64921e31842c8,XOR,WETH,62550371.70230011859143224049699272,1620247410
0x3a0f221ea8b150f3d3d27de8928851ab5264bb65,LINK,WETH,3628920.212760328971725090393797444,1620247745
0xeab149986139bb13b95f90df397d6e89af3ae589,WETH,RGT,13214513.55673725287262079424646409,1620247773
0x92995d179a5528334356cb4dc5c6cbb1c068696c,USDC,UST,2665019450.645212676632303290236979,1620247806
0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed,WETH,GRT,105003022.900544920860490463658409,1620247828
0x86d257cdb7bc9c0df10e84c8709697f92770b335,WETH,AMPL,11403994.69439743253401053203764767,1620247867
0x79115e1d29457a1a13cfd2b6f3058cb5be731615,INVOLTA,USDT,11035.15008642442474506425780844224,1620247878
0x80c7770b4399ae22149db17e97f9fc8a10ca5100,LYXe,WETH,436529281.0335030801663535971271697,1620247881
0xe35ae121d44c3d884de7821978802486cf9bf715,VVT,WETH,7639.098783457495280572682945495862,1620247990
0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,SUSHI,WETH,194284635.273689893350990866336799,1620248096
0x082eb122f23802e0375086d966b8a5496e03266c,🐟,DAI,107.0911239278177408675835282467952,1620248129
0xa6b9a13b34db2a00284299c47dacf49fb62c1755,UNI,LINK,0,1620248267
0x387c2455e9a75a0f9929fade4eb4d24d620187c8,WETH,MFT,1046099.580763306233586333289647667,1620248291
0x6ab3bba2f41e7eaa262fa5a1a9b3932fa161526f,WBTC,WETH,69581248.88417054644861368046530608,1620248310
0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e,WETH,CRV,776817780.8430796948341568712350595,1620248430
0x2a5415c7c286209165362a269508057f3577a031,WBTC,VBTC,65173.52129688547099620529074308562,1620248505
0xb0f1fad0e0d8988c8c0b1e857febceab167100ce,TAP,WETH,90181.05067486480148022726218931846,1620248632
0x5116f278d095ec2ad3a14090fedb3e499b8b5af6,WETH,MUSH,813363.8084446644534251825050175237,1620248663
0x06729eb2424da47898f935267bd4a62940de5105,CEL,WETH,857500552.9706900023143296137789811,1620248665
0x7a2fed060d14fe931cf089b2eb2bb8e371d7a3b8,USDT,STACK,72.93269047375003182796665477101822,1620248738
0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,HEX,USDC,4787213060.008971076600388248524395,1620249059
0x8e6c18db54314108c6d9b4f2ef27b55dc8fd945d,USDC,VISR,1436.203688087913946700874720564237,1620249083
0x1a80afe14143637c0b7609e6e276464e4f748014,BANK,WETH,9110156.750834791933551627871678381,1620249197
0xb77c56f863fff3a9593a8716f2236c33df276950,⚗️,WETH,408486.4910479337030763528617903352,1620249224
0x34b8487fc2912c486b04d1436b07f19f7730cd43,WETH,POLK,55555968.95663596722191170802499579,1620249232
0x5631ad9041e9e4595e3b1f87f904200b80ec669f,NELK,WETH,666.3403438189531619092372894056788,1620249317
0x6a219c7cbd18d539ae3aaea28d6dc05821aa2db4,HBT,WETH,930596.1611406437089779146773639275,1620249378
0x8e26e2fc8140280fba3e34bfdca7fc1102c1ae04,CRV,USDT,0.272144,1620249528
0xb0f2fca52066920620a90e2e5198f3edf7c28686,WETH,BONDLY,2760580.623290419217687376349965357,1620249596
0x4d1ad4a9e61bc0e5529d64f38199ccfca56f5a42,AAVE,USDT,1707641.825447832393548975324714353,1620249609
0xe74a0ce0a911fcbad8b8517372a1b3de5f62cd16,ANIMAL,WETH,692.0879097991986511827889429210785,1620249668
0x2028d7ef0223c45cadbf05e13f1823c1228012bf,FEI,WETH,62873422.31744410765633304841565623,1620249934
0x477bfaef649b4cef1fba91caccb48080d6c9ca28,SWISE,USDC,50058.802846,1620249968
0x13dc0a39dc00f394e030b97b0b569dedbe634c0d,ANKR,WETH,53447642.78395611130673270332969394,1620249974
0x54514ee06c8c10029f631eafb0964573e554e319,PENDLE,WETH,5216.245083149815900273614255206915,1620250224
0x211d30e2929dbfa4f8395fd1854a1b6e720ca011,KEEP,WETH,567327.4291399233572018017640883235,1620250324
0x26bb4b679ff64f8dddaced46c50410b91f96485c,CLVR,WETH,0,1620250361
0xaad5eea6725f2ae5df8dce7cb625512a0e9882db,BONDLY,USDT,6233.560564410883227895075571387573,1620250574
0x9febc984504356225405e26833608b17719c82ae,1INCH,USDC,473043725.203041182387112762463137,1620250614
0x473bd625c88a26d334318a50d9885b3c08df4bbe,POND,WETH,9970.370677997330140455156570205184,1620250626
0x666a5fd59b5e3c27fecc57f85f2a554966518e90,MINDS,WETH,92150.62526904936255212762685104611,1620250713
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC,WETH,361975861035.4133098529083030696992,1620250931
0x32f36bdc2c49775f1c31c80d83b7e6971b70c397,TFL,WETH,11509.70031304698716575164907437336,1620250935
0x38b13a9e112cbdb281d1aac4bdc10a5a0c0c9651,v3DOGE,WETH,1375.908940368812341740885817550193,1620250990
0xe16be1798f860bc1eb0feb64cd67ca00ae9b6e58,WETH,ENJ,340824830.4602669534129850860940402,1620251039
0x60e4952f8540b043b8b83e33c4893e13d9a43ea8,DG,WETH,827.5626346902117220901649381910866,1620251042
0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH,USDT,59613275193.18139722354778469296753,1620251172
0x5f95ce015fb0f935506aa1812f4b0a709abb7ea7,ROCKY,WETH,10403.46341386188387643232052530329,1620251186
0x575cc7f6ff8b8c0b2becc94a4f0282b7247a9e4e,DAI,DEPAY,490032.598464135734245543303835772,1620251366
0xdd0cf265951256a0eb3a927f657959dea4827b6d,ZAP,WETH,2437605.404052602211304288183737249,1620251375
0x8af7e476b1059597a402ceda71f37ce7f910b5a4,AVEX,WETH,1258.285942821359617659081144509827,1620251377
0xb4cd8c338662590abd2d9eab0d79081f9507bf3d,YSC,WETH,20.75568206134610989316262897774589,1620251386
0x713ce36a75887ddbbfa1dacd8ef6128b36e34d0a,ZCN,WETH,18836.66070154599916224370758430048,1620251402
0xb2f8b3bad4325c3c62f294da45fc144b1b180cc2,WETH,ATRI,111358046.3896538266563479543713943,1620251447
0x1d9de3ad2e0742b6642524c12afe13568035fea3,UNI,SUSHI,0,1620251637
0x0df4019374c11a7795cfef78f88d4c1aa3300462,BOND,USDC,459367.78878,1620251638
0x37430d951a3876fd5337f215ffeb5c8f840cef75,XFIT,USDC,2998.397872950932498126436431914959,1620251755
0xf49ab487fef27492f543ff9bfcf9ea9ca1e9023d,WETH,IRX,330444.964721444008718227869530714,1620251755
0xd35efae4097d005720608eaf37e42a5936c94b44,1INCH,WETH,653905057.7137240340381884905421568,1620251862
0x24017386cc0af0555a6e5b0fe0443e145648612b,DOV,WETH,7241209.396807430857586955718645812,1620251911
0x3d8b25d559c39fb22811569fb6944e8887ee9ea5,BMI,WETH,56246.22002838277487651002765842494,1620251927
0x57729d1496ab1f421a451019d28e5062dcbbdeda,BOND,WETH,391511.4717282172164302273581261271,1620252059
0x3d61c8c42d6cda9cefbebe6e322597ddc37692ff,cUSDC,USDC,54598.99935433935777823008593840168,1620252061
0xf148bdb609575b613cd615bafe2b22cc47532ee8,PICKLE,WETH,449502.3682038136466239314200577395,1620252062
0xf987b7aa76b175c3230c395a495350d2eb146391,WETH,BDP,4689581.522676975511068568929711905,1620252083
0xf87bb87fd9ea1c260ddf77b9c707ad9437ff8364,WETH,TRIBE,357827870.5041563665266327723407748,1620252099
0x634af6dbe36fd92d799d5442bac62873a8d96aa9,FARM,WETH,8828128.872584314261310984879618179,1620252326
0xc5003f495a5072a81771ef8aa38c6302f45f0ace,BAND,WETH,4457502.506642806613261439007997244,1620252747
0x905e3a9fea6c88dd8f05c6cb3df8f48919219229,SNTVT,WETH,1016812.561270061167603745992255726,1620252761
0x0bed31d1070a3713a2fcf0be500b53774f73acbb,AMPL,USDT,53880.70693915685682663599557837449,1620252928
0x27dd7b7d610c9be6620a893b51d0f7856c6f3bfd,TLOS,WETH,46753908.01789423955861236609812911,1620253127
0xe178380d5879e4c590f6cdd2996e2f601b2e0ecd,RAMP,WETH,391330.0221153590167365182803700899,1620253226
0x4c54ff7f1c424ff5487a32aad0b48b19cbaf087f,NEXO,WETH,824949765.173436818380774963655221,1620253301
0x067b0d52df7da4a13142a02c1d2c19496d6b0508,AFT,WETH,4372.558773734354265314315261465531,1620253318
0x7c79d003a7973dbfd663b5124e06ee025a81eb1b,WWC,WETH,10640.42477847114062098237753870038,1620253427
0xdd5a65da22031b6ae5205fd89f67b5141e4f0ead,UBT,WETH,204978189.3829542929614522455057257,1620253497
0x84ae4aa9581e6b7f50f660c5b6970aef1ed82be8,PPAY,WETH,48216298.62441450922516708670434222,1620253659
0x7cebafc6fd780c266c25329138b56bfe251c8f86,DAI,alUSD,6081586.087959972374810754476399538,1620253833
0xba3f54d4ed114a359b3ab81ed11834a2b54addc1,WETH,$DG,5572570.790386240875955950065734937,1620253918
0xb26ba50fd79d5faa2202715f743e86c8deb9375e,WETH,MEOW,15.15993341139021599824126313032798,1620253921
0x82d7b381b6144670fc6777edddd0e5737f6f0633,RAD,WETH,7088826.599949949342416756624473047,1620254099
0x504ab5b9f8c025505a3cc3c06d1cd7b22d32f093,UDOGE,WETH,1596577.017817346536723016301465337,1620254203
0x7d3e5afdb0e7416b401b17a64d63b63e07197272,WETH,AMD,2674907.465812949672521019976374762,1620254425
0xb9546374d2127a056cfb4dbc6d987e476146c4ea,SPAY,USDT,7053536.858863747989409088493008561,1620254653
0xead17530d2d12986180a939fa70ba28f4d0d015e,WETH,WWGR,470827.1895083286835743567446048413,1620254659
0x2ab653894ce12ae9b4538aefc90b2d6e96458e1d,ADD,WETH,454058.2658292791398096114666748782,1620254669
0xc129bed3196de3315b1be05c6d1a2455f610dcc0,WETH,V3LON,308485.4881649157706673290711368854,1620254807
0x479f037ebcfc0a869b2b0a5a0d9227d730d8f0a3,ASH,WETH,20540.81994165645065403923217461131,1620255078
0xc287afcf1b54c9ec347d37df1707609be4594cca,ART,WETH,203704.9924430057766467717633142551,1620255251
0x384469431c307370c34265213daaa75139522182,AGI,WETH,727384.2306465066612241294509113532,1620255441
0xef43c28f19b9e58444ad72d709c06a4a630f7531,SPANK,WETH,5306559.095165440708280446469824939,1620255483
0xa98a9e4bd2fb25a4860a6ddb1a45a06f050a14c5,WETH,FRM,11141.14268234298314221169396982855,1620255494
0x0a09ccbaad2550746560b5a66bc77945820f2954,AZUKI,WETH,3095.771882812514286486213452727465,1620255498
0xa96c549fa361181a94c081597171e17d27459dbb,MTA,WETH,9808228.317487661069513470148299476,1620255504
0x4362a591eb53e4a1430fd6ed14e276d5b9df0577,PNODE,WETH,287578.900110385107065393417518923,1620255657
0xbc9b75563e8df1dc761589444103342ec582cc29,FORTH,WETH,38255047.1859488498162297375853583,1620255857
0xe8e7201e427c2509f03f5bf6cece711687623dff,mBONK,WETH,254248.0734529855982356470261588104,1620255864
0xde4d1af93dd7e333d071411a3d68cb1ae09bf4e3,WETH,TTX,5930108.57136159646919591483016208,1620256450
0x15321a9643e5f2b20c124f7fc809dfb299830459,BPRO,WETH,637835.9522405569966691752415956639,1620256563
0x13de617a7a77ba23e3cb583774111f0a068ffced,WETH,KOGI,985.2323921072068548268617229164608,1620256598
0x8ecc2244e67d0bb6a1850b1db825e25354cf881a,AUDIO,WETH,53033333.83681559500209391339422986,1620256773
0x3cb75142bdae2bef3eb119affb288aeb0599dc4f,WETH,renBTC,21393015.35080708788759770478390126,1620257494
0x90904cb75a9bd6cb1d4fbeed96bc1615f854aa52,ERN,WETH,527959.0004503920102539117148445253,1620257544
0x2dd56b633faa1a5b46107d248714c9ccb6e20920,REN,WETH,60895370.79980046750480244672862672,1620257999
0x753a90ae2fa03d31487141bf54bd853b27f7bcf5,TORN,WETH,6962712.100413413006108933685727557,1620258003
0xb201503fd668f5dd67b128ad7f4131f05f2b4ee4,DATA,USDT,17.43107151076529456469106700761522,1620258038
0x2b43fe4f41d871fbc75af6e0ce85bce38ff1edc7,Coval,WETH,100369212.4982640099080107271743343,1620258130
